participant_id,event,trial_index,environment,biofeedback,scene,mood,calm,attention,timestamp
P_20260923_120536,PreMood,0,Grey,Synchronous,GreyScene,0.5238096,0,0,2026-09-23 12:05:51.905
P_20260923_120536,EnvironmentStart,0,Grey,Synchronous,GreyScene,,,,2026-09-23 12:05:51.912
