timestamp,unix_s,bpm
2026-09-23T13:52:46+10:00,1790135566.939,0
2026-09-23T13:52:46+10:00,1790135566.941,0
2026-09-23T13:52:47+10:00,1790135567.955,0
2026-09-23T13:52:47+10:00,1790135567.955,0
2026-09-23T13:52:48+10:00,1790135568.978,0
2026-09-23T13:52:48+10:00,1790135568.981,0
2026-09-23T13:52:49+10:00,1790135569.935,0
2026-09-23T13:52:49+10:00,1790135569.935,0
2026-09-23T13:52:51+10:00,1790135571.013,0
2026-09-23T13:52:51+10:00,1790135571.013,0
2026-09-23T13:52:52+10:00,1790135572.213,0
2026-09-23T13:52:52+10:00,1790135572.214,0
2026-09-23T13:52:52+10:00,1790135572.933,0
2026-09-23T13:52:52+10:00,1790135572.933,0
2026-09-23T13:52:54+10:00,1790135574.013,0
2026-09-23T13:52:54+10:00,1790135574.013,0
2026-09-23T13:52:54+10:00,1790135574.973,0
2026-09-23T13:52:54+10:00,1790135574.973,0
2026-09-23T13:52:55+10:00,1790135575.933,0
2026-09-23T13:52:55+10:00,1790135575.933,0
2026-09-23T13:52:57+10:00,1790135577.013,0
2026-09-23T13:52:57+10:00,1790135577.013,0
2026-09-23T13:52:57+10:00,1790135577.973,0
2026-09-23T13:52:57+10:00,1790135577.973,0
2026-09-23T13:52:58+10:00,1790135578.933,0
2026-09-23T13:52:58+10:00,1790135578.933,0
2026-09-23T13:53:00+10:00,1790135580.013,0
2026-09-23T13:53:00+10:00,1790135580.013,0
2026-09-23T13:53:00+10:00,1790135580.973,0
2026-09-23T13:53:00+10:00,1790135580.973,0
2026-09-23T13:53:01+10:00,1790135581.933,0
2026-09-23T13:53:01+10:00,1790135581.933,0
2026-09-23T13:53:03+10:00,1790135583.013,0
2026-09-23T13:53:03+10:00,1790135583.013,0
2026-09-23T13:53:03+10:00,1790135583.973,0
2026-09-23T13:53:03+10:00,1790135583.973,0
2026-09-23T13:53:04+10:00,1790135584.933,81
2026-09-23T13:53:04+10:00,1790135584.933,81
2026-09-23T13:53:06+10:00,1790135586.253,81
2026-09-23T13:53:06+10:00,1790135586.253,81
2026-09-23T13:53:06+10:00,1790135586.973,81
2026-09-23T13:53:06+10:00,1790135586.973,81
2026-09-23T13:53:07+10:00,1790135587.933,81
2026-09-23T13:53:07+10:00,1790135587.933,81
2026-09-23T13:53:09+10:00,1790135589.014,81
2026-09-23T13:53:09+10:00,1790135589.014,81
2026-09-23T13:53:09+10:00,1790135589.973,80
2026-09-23T13:53:09+10:00,1790135589.974,80
2026-09-23T13:53:10+10:00,1790135590.934,77
2026-09-23T13:53:10+10:00,1790135590.934,77
2026-09-23T13:53:12+10:00,1790135592.014,77
2026-09-23T13:53:12+10:00,1790135592.975,75
2026-09-23T13:53:12+10:00,1790135592.975,75
2026-09-23T13:53:13+10:00,1790135593.935,76
2026-09-23T13:53:13+10:00,1790135593.935,76
2026-09-23T13:53:15+10:00,1790135595.014,76
2026-09-23T13:53:15+10:00,1790135595.015,76
2026-09-23T13:53:15+10:00,1790135595.974,76
2026-09-23T13:53:15+10:00,1790135595.974,76
2026-09-23T13:53:17+10:00,1790135597.053,78
2026-09-23T13:53:17+10:00,1790135597.053,78
2026-09-23T13:53:18+10:00,1790135598.013,78
2026-09-23T13:53:18+10:00,1790135598.014,78
2026-09-23T13:53:18+10:00,1790135598.974,78
2026-09-23T13:53:18+10:00,1790135598.974,78
2026-09-23T13:53:20+10:00,1790135600.294,78
2026-09-23T13:53:20+10:00,1790135600.294,78
2026-09-23T13:53:21+10:00,1790135601.014,78
2026-09-23T13:53:21+10:00,1790135601.014,78
2026-09-23T13:53:21+10:00,1790135601.974,78
2026-09-23T13:53:21+10:00,1790135601.974,78
2026-09-23T13:53:23+10:00,1790135603.054,78
2026-09-23T13:53:23+10:00,1790135603.054,78
2026-09-23T13:53:24+10:00,1790135604.014,78
2026-09-23T13:53:25+10:00,1790135605.214,78
2026-09-23T13:53:25+10:00,1790135605.214,78
2026-09-23T13:53:26+10:00,1790135606.053,78
2026-09-23T13:53:26+10:00,1790135606.054,78
2026-09-23T13:53:27+10:00,1790135607.014,80
2026-09-23T13:53:27+10:00,1790135607.014,80
2026-09-23T13:53:27+10:00,1790135607.974,80
2026-09-23T13:53:27+10:00,1790135607.974,80
2026-09-23T13:53:29+10:00,1790135609.054,80
2026-09-23T13:53:29+10:00,1790135609.054,80
2026-09-23T13:53:30+10:00,1790135610.014,80
2026-09-23T13:53:30+10:00,1790135610.014,80
2026-09-23T13:53:30+10:00,1790135610.974,77
2026-09-23T13:53:30+10:00,1790135610.974,77
2026-09-23T13:53:32+10:00,1790135612.054,76
2026-09-23T13:53:32+10:00,1790135612.054,76
2026-09-23T13:53:33+10:00,1790135613.014,76
2026-09-23T13:53:33+10:00,1790135613.014,76
2026-09-23T13:53:34+10:00,1790135614.214,76
2026-09-23T13:53:34+10:00,1790135614.214,76
2026-09-23T13:53:35+10:00,1790135615.054,75
2026-09-23T13:53:35+10:00,1790135615.054,75
2026-09-23T13:53:36+10:00,1790135616.014,75
2026-09-23T13:53:36+10:00,1790135616.014,75
2026-09-23T13:53:36+10:00,1790135616.974,75
2026-09-23T13:53:36+10:00,1790135616.974,75
2026-09-23T13:53:38+10:00,1790135618.054,75
