timestamp,unix_s,bpm
2026-09-23T12:22:07+10:00,1790130127.833,154
2026-09-23T12:22:08+10:00,1790130128.866,155
2026-09-23T12:22:09+10:00,1790130129.827,155
2026-09-23T12:22:10+10:00,1790130130.906,155
2026-09-23T12:22:11+10:00,1790130131.866,155
2026-09-23T12:22:12+10:00,1790130132.826,155
2026-09-23T12:22:13+10:00,1790130133.906,155
2026-09-23T12:22:14+10:00,1790130134.866,155
2026-09-23T12:22:15+10:00,1790130135.946,155
2026-09-23T12:22:16+10:00,1790130136.908,153
2026-09-23T12:22:17+10:00,1790130137.868,153
2026-09-23T12:22:18+10:00,1790130138.948,153
2026-09-23T12:22:19+10:00,1790130139.908,153
2026-09-23T12:22:20+10:00,1790130140.867,153
2026-09-23T12:22:21+10:00,1790130141.947,154
2026-09-23T12:22:22+10:00,1790130142.907,154
2026-09-23T12:22:23+10:00,1790130143.867,154
2026-09-23T12:22:24+10:00,1790130144.947,154
2026-09-23T12:22:25+10:00,1790130145.907,154
2026-09-23T12:22:26+10:00,1790130146.867,145
2026-09-23T12:22:27+10:00,1790130147.948,136
2026-09-23T12:22:28+10:00,1790130148.907,135
2026-09-23T12:22:29+10:00,1790130149.868,135
2026-09-23T12:22:30+10:00,1790130150.947,135
2026-09-23T12:22:31+10:00,1790130151.908,135
2026-09-23T12:22:32+10:00,1790130152.867,135
2026-09-23T12:22:33+10:00,1790130153.948,135
2026-09-23T12:22:34+10:00,1790130154.908,135
2026-09-23T12:22:35+10:00,1790130155.867,135
2026-09-23T12:22:36+10:00,1790130156.948,135
2026-09-23T12:22:37+10:00,1790130157.907,133
2026-09-23T12:22:38+10:00,1790130158.868,133
2026-09-23T12:22:39+10:00,1790130159.948,132
2026-09-23T12:22:40+10:00,1790130160.907,132
2026-09-23T12:22:41+10:00,1790130161.867,132
2026-09-23T12:22:42+10:00,1790130162.948,132
2026-09-23T12:22:43+10:00,1790130163.907,133
2026-09-23T12:22:44+10:00,1790130164.868,133
2026-09-23T12:22:45+10:00,1790130165.947,133
2026-09-23T12:22:46+10:00,1790130166.908,130
2026-09-23T12:22:47+10:00,1790130167.867,132
2026-09-23T12:22:48+10:00,1790130168.947,132
2026-09-23T12:22:49+10:00,1790130169.906,132
2026-09-23T12:22:50+10:00,1790130170.867,132
2026-09-23T12:22:51+10:00,1790130171.947,132
2026-09-23T12:22:52+10:00,1790130172.906,133
2026-09-23T12:22:53+10:00,1790130173.866,133
2026-09-23T12:22:54+10:00,1790130174.946,133
2026-09-23T12:22:55+10:00,1790130175.906,133
2026-09-23T12:22:56+10:00,1790130176.867,133
2026-09-23T12:22:57+10:00,1790130177.946,133
2026-09-23T12:22:58+10:00,1790130178.906,131
2026-09-23T12:22:59+10:00,1790130179.867,131
2026-09-23T12:23:00+10:00,1790130180.946,131
2026-09-23T12:23:01+10:00,1790130181.906,133
2026-09-23T12:23:02+10:00,1790130182.866,133
2026-09-23T12:23:03+10:00,1790130183.946,133
2026-09-23T12:23:04+10:00,1790130184.906,133
2026-09-23T12:23:05+10:00,1790130185.866,133
2026-09-23T12:23:06+10:00,1790130186.946,133
2026-09-23T12:23:07+10:00,1790130187.906,135
2026-09-23T12:23:08+10:00,1790130188.986,138
2026-09-23T12:23:09+10:00,1790130189.946,138
2026-09-23T12:23:10+10:00,1790130190.906,138
2026-09-23T12:23:11+10:00,1790130191.986,139
2026-09-23T12:23:12+10:00,1790130192.946,139
2026-09-23T12:23:13+10:00,1790130193.906,138
2026-09-23T12:23:14+10:00,1790130194.986,139
2026-09-23T12:23:15+10:00,1790130195.946,139
2026-09-23T12:23:16+10:00,1790130196.906,139
2026-09-23T12:23:17+10:00,1790130197.986,138
2026-09-23T12:23:18+10:00,1790130198.946,138
2026-09-23T12:23:19+10:00,1790130199.906,138
2026-09-23T12:23:20+10:00,1790130200.986,138
2026-09-23T12:23:21+10:00,1790130201.946,138
2026-09-23T12:23:22+10:00,1790130202.906,138
2026-09-23T12:23:23+10:00,1790130203.986,138
2026-09-23T12:23:24+10:00,1790130204.946,138
2026-09-23T12:23:25+10:00,1790130205.906,138
2026-09-23T12:23:26+10:00,1790130206.986,138
2026-09-23T12:23:27+10:00,1790130207.946,138
2026-09-23T12:23:28+10:00,1790130208.906,138
2026-09-23T12:23:29+10:00,1790130209.986,108
2026-09-23T12:23:30+10:00,1790130210.946,108
2026-09-23T12:23:31+10:00,1790130211.906,104
2026-09-23T12:23:32+10:00,1790130212.986,103
2026-09-23T12:23:33+10:00,1790130213.946,103
2026-09-23T12:23:34+10:00,1790130214.906,100
2026-09-23T12:23:35+10:00,1790130215.986,99
2026-09-23T12:23:36+10:00,1790130216.947,99
2026-09-23T12:23:37+10:00,1790130217.906,99
2026-09-23T12:23:38+10:00,1790130218.986,100
2026-09-23T12:23:39+10:00,1790130219.946,100
2026-09-23T12:23:40+10:00,1790130220.906,100
2026-09-23T12:23:41+10:00,1790130221.986,100
2026-09-23T12:23:42+10:00,1790130222.947,100
2026-09-23T12:23:43+10:00,1790130223.907,100
2026-09-23T12:23:44+10:00,1790130224.986,102
2026-09-23T12:23:45+10:00,1790130225.946,104
2026-09-23T12:23:46+10:00,1790130226.906,104
2026-09-23T12:23:47+10:00,1790130227.986,105
2026-09-23T12:23:48+10:00,1790130228.947,105
2026-09-23T12:23:49+10:00,1790130229.907,105
2026-09-23T12:23:50+10:00,1790130230.986,105
2026-09-23T12:23:51+10:00,1790130231.946,104
2026-09-23T12:23:52+10:00,1790130232.906,104
2026-09-23T12:23:53+10:00,1790130233.986,103
2026-09-23T12:23:54+10:00,1790130234.946,103
2026-09-23T12:23:55+10:00,1790130235.907,103
2026-09-23T12:23:56+10:00,1790130236.986,99
2026-09-23T12:23:57+10:00,1790130237.947,100
2026-09-23T12:23:58+10:00,1790130238.906,100
2026-09-23T12:23:59+10:00,1790130239.986,100
2026-09-23T12:24:00+10:00,1790130240.946,100
2026-09-23T12:24:01+10:00,1790130241.906,96
2026-09-23T12:24:02+10:00,1790130242.986,96
2026-09-23T12:24:03+10:00,1790130243.947,97
2026-09-23T12:24:04+10:00,1790130244.907,97
2026-09-23T12:24:05+10:00,1790130245.987,97
2026-09-23T12:24:06+10:00,1790130246.947,97
2026-09-23T12:24:07+10:00,1790130247.906,97
2026-09-23T12:24:08+10:00,1790130248.986,97
2026-09-23T12:24:09+10:00,1790130249.948,97
2026-09-23T12:24:10+10:00,1790130250.907,97
2026-09-23T12:24:11+10:00,1790130251.987,97
2026-09-23T12:24:12+10:00,1790130252.947,97
2026-09-23T12:24:13+10:00,1790130253.907,94
2026-09-23T12:24:14+10:00,1790130254.987,87
2026-09-23T12:24:15+10:00,1790130255.947,87
2026-09-23T12:24:16+10:00,1790130256.907,87
2026-09-23T12:24:17+10:00,1790130257.987,87
2026-09-23T12:24:18+10:00,1790130258.947,87
2026-09-23T12:24:19+10:00,1790130259.906,90
2026-09-23T12:24:20+10:00,1790130260.987,90
2026-09-23T12:24:21+10:00,1790130261.947,91
2026-09-23T12:24:22+10:00,1790130262.906,91
2026-09-23T12:24:23+10:00,1790130263.987,91
2026-09-23T12:24:24+10:00,1790130264.946,91
2026-09-23T12:24:25+10:00,1790130265.906,94
2026-09-23T12:24:26+10:00,1790130266.986,94
2026-09-23T12:24:27+10:00,1790130267.947,94
2026-09-23T12:24:28+10:00,1790130268.907,93
2026-09-23T12:24:29+10:00,1790130269.987,93
2026-09-23T12:24:30+10:00,1790130270.947,93
2026-09-23T12:24:31+10:00,1790130271.907,93
2026-09-23T12:24:32+10:00,1790130272.987,93
2026-09-23T12:24:33+10:00,1790130273.947,93
2026-09-23T12:24:34+10:00,1790130274.907,93
2026-09-23T12:24:35+10:00,1790130275.986,93
